title,authors,average_rating,ratings_count,num_pages,cluster_label
Roverandom,J.R.R. Tolkien/Wayne G. Hammond/Christina Scull,3.87,471,128,Mainstream Middles
The Mysteries of Pittsburgh,Michael Chabon,3.64,21823,320,Underperformers
Summerland,Michael Chabon,3.55,619,500,Underperformers
The Yiddish Policemen's Union,Michael Chabon,3.71,53300,414,Underperformers
The Toy Maker: The Life and Times of Inventor Frank Hornby,Anthony Mcreavy,3.0,1,352,Underperformers
The Disappointment Artist,Jonathan Lethem,3.63,1613,149,Underperformers
The Wall of the Sky  the Wall of the Eye,Jonathan Lethem,3.67,1158,304,Underperformers
You Don't Love Me Yet,Jonathan Lethem,2.81,3854,225,Underperformers
Gun  With Occasional Music,Jonathan Lethem,3.77,8141,271,Mainstream Middles
As She Climbed Across the Table,Jonathan Lethem,3.67,4488,212,Underperformers
Living With the Passive-Aggressive Man,Scott Wetzler,4.03,208,208,Mainstream Middles
Cypress Gardens (Images of America: Florida),Mary M. Flekke/Sarah E. MacDonald/Randall M. MacDonald,3.0,5,128,Underperformers
The Organized Student: Teaching Children the Skills for Success in School and Beyond,Donna Goldberg/Jennifer Zwiebel,3.82,222,246,Mainstream Middles
Beach Music,Pat Conroy,4.15,38496,592,Hidden Gems
Der Gesang Des Meeres. Beach Music,Pat Conroy,4.15,7,894,Hidden Gems
The Prince of Tides,Pat Conroy,4.24,178717,679,Hidden Gems
Blessings,Belva Plain,3.91,2562,393,Mainstream Middles
Seven Complete Perry Mason Novels - The Case Of: The Foot-Loose Doll / The Glamorous Ghost / The Long-Legged Models / The Lucky Loser  The Screaming Woman / The Terrified Typist / The Waylaid Wolf,Erle Stanley Gardner,4.01,76,821,Mainstream Middles
The Case of the Glamorous Ghost (Perry Mason),Erle Stanley Gardner,3.89,604,232,Mainstream Middles
The Case of the Half-Wakened Wife,Erle Stanley Gardner,3.88,435,245,Mainstream Middles
I Dreamed I Married Perry Mason (A Cece Caruso Mystery  #1),Susan Kandel,3.47,788,280,Underperformers
The Case of the Terrified Typist (Perry Mason #49),Erle Stanley Gardner,3.75,591,154,Mainstream Middles
The Case of the Curious Bride (Perry Mason Mystery),Erle Stanley Gardner,3.87,1559,192,Mainstream Middles
Fragile Things: Short Fictions and Wonders,Neil Gaiman,4.0,45473,360,Mainstream Middles
The Good Fairies of New York,Martin Millar/Neil Gaiman,3.51,4343,242,Underperformers
Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,4.04,53464,365,Mainstream Middles
Death: The High Cost of Living,Neil Gaiman/Chris Bachalo/Mark Buckingham/Tori Amos,4.19,38276,104,Hidden Gems
Stardust,Neil Gaiman,4.08,283274,248,Hidden Gems
The Facts in the Case of the Departure of Miss Finch,Neil Gaiman/Michael Zulli,3.54,2038,51,Underperformers
The Diagnosis,Alan Lightman,2.86,898,384,Underperformers
The Best American Science Writing 2002,Matt Ridley/Jesse Cohen/Alan Lightman/Joseph D'Agnese,3.85,67,352,Mainstream Middles
The Complete Poetry,John Milton/John T. Shawcross,4.06,3418,672,Mainstream Middles
The Complete Poems and Major Prose,John Milton/Merritt Y. Hughes,4.18,914,1088,Hidden Gems
The Major Works,John Milton/Jonathan Goldberg/Stephen Orgel,4.24,285,1008,Hidden Gems
Christopher and His Kind,Christopher Isherwood,4.11,2261,352,Hidden Gems
The Condor And The Cows: A South American Travel Diary,Christopher Isherwood/William Caskey/Jeffrey Meyers,3.8,45,248,Mainstream Middles
A Single Man,Christopher Isherwood,4.1,17451,192,Hidden Gems
Christopher et son monde  1929-1939,Christopher Isherwood,4.11,1,343,Hidden Gems
The Love of the Last Tycoon,F. Scott Fitzgerald,3.65,7135,169,Underperformers
About This Life,Barry  Lopez,4.13,595,304,Hidden Gems
Arctic Dreams,Barry  Lopez,4.21,5155,496,Hidden Gems
Field Notes: The Grace Note of the Canyon Wren,Barry  Lopez,4.13,323,176,Hidden Gems
The Rediscovery of North America,Barry  Lopez,4.06,245,64,Mainstream Middles
Deadly Feasts: Tracking the Secrets of a Terrifying New Plague,Richard Rhodes,4.0,1121,272,Mainstream Middles
How to Write: Advice and Reflections,Richard Rhodes,3.87,162,240,Mainstream Middles
John James Audubon,Richard Rhodes,4.13,460,528,Hidden Gems
Masters of Death: The SS-Einsatzgruppen and the Invention of the Holocaust,Richard Rhodes,4.05,1864,335,Mainstream Middles
A Hole in the World: An American Boyhood,Richard Rhodes,3.9,182,288,Mainstream Middles
The Crack-Up,F. Scott Fitzgerald/Edmund Wilson,3.92,2477,347,Mainstream Middles
Walden & Resistance to Civil Government (Critical Edition),Owen  Thomas/William John Rossi/Henry David Thoreau/William Rossi,3.95,233,482,Mainstream Middles
Collected Essays and Poems,Henry David Thoreau/Elizabeth Hall Witherell,4.22,328,703,Hidden Gems
The Portable Thoreau,Henry David Thoreau/Carl Bode,4.18,666,698,Hidden Gems
True Harvest: Readings From Henry David Thoreau For Every Day Of The Year,Henry David Thoreau/Barry M. Andrews,4.75,8,304,Hidden Gems
Civil Disobedience and Other Essays,Henry David Thoreau,4.06,13736,188,Mainstream Middles
Walden,Henry David Thoreau,3.79,128351,352,Mainstream Middles
Interrupted Music: The Making of Tolkien's Mythology,Verlyn Flieger,4.21,131,192,Hidden Gems
Touchy and Feely (Sissy Sawyer  #1),Graham Masterton,3.37,86,208,Underperformers
Prey,Graham Masterton,3.83,812,352,Mainstream Middles
Hidden World,Graham Masterton,3.47,58,182,Underperformers
The House That Jack Built,Graham Masterton,3.88,1596,385,Mainstream Middles
The Riverside Milton,John Milton/Roy C. Flannagan,4.26,772,1248,Hidden Gems
How to Read a Poem,Terry Eagleton,3.73,445,182,Mainstream Middles
The Gatekeeper: A Memoir,Terry Eagleton,3.78,96,192,Mainstream Middles
The Ideology of the Aesthetic,Terry Eagleton,4.11,265,432,Hidden Gems
Marxism and Literary Criticism,Terry Eagleton,3.89,646,84,Mainstream Middles
Children of God (The Sparrow  #2),Mary Doria Russell,4.06,15158,451,Mainstream Middles
When the Lion Feeds (Courtney  #1),Wilbur Smith,4.19,10311,544,Hidden Gems
Birds of Prey (Courtney #9),Wilbur Smith,4.19,8082,560,Hidden Gems
Alberic the Wise,Norton Juster/Leonard Baskin,3.73,103,24,Mainstream Middles
The Hello  Goodbye Window,Norton Juster/Chris Raschka,3.87,8898,32,Mainstream Middles
The Dot and the Line: A Romance in Lower Mathematics,Norton Juster,4.34,57,62,Hidden Gems
Le Royaume fantôme,Norton Juster,4.21,3,251,Hidden Gems
1632,Eric Flint,4.04,8406,597,Mainstream Middles
Lützen 1632 : climax of the Thirty Years war,Richard Brzezinski/Graham Turner,3.56,15,96,Underperformers
Marvels,Kurt Busiek/Alex Ross,4.22,23519,216,Hidden Gems
Marvels,Kurt Busiek/Alex Ross,4.22,146,398,Hidden Gems
Superman: Back in Action,Kurt Busiek/Fabian Nicieiza/Len Wein/Gerry Conway/Pete Woods/José Luis García-López,3.21,140,144,Underperformers
Spider-Man: Saga of the Sandman,Stan Lee/Roy Thomas/Tom DeFalco/Kurt Busiek/Steve Ditko/Jack Kirby/Herb Trimpe/Ross Andru,3.43,46,176,Underperformers
Superman: Up  Up  and Away!,Kurt Busiek/Geoff Johns/Pete Woods/Renato Guedes,3.94,1681,192,Mainstream Middles
Kingdom Come,Mark Waid/Alex Ross/Elliot S. Maggin,4.25,47513,231,Hidden Gems
Fantastic Four  Volume 2,Mark Waid/Mike Wieringo/Howard Porter,3.92,96,264,Mainstream Middles
The Flash: Dead Heat,Mark Waid/Oscar Jimenez/Humberto Ramos/José Marzán Jr./Wayne Faucher,3.93,216,144,Mainstream Middles
Fantastic Four  Volume 3,Mark Waid/Mike Wieringo,3.95,118,256,Mainstream Middles
Underworld Unleashed,Mark Waid/Scott Peterson/Howard Porter/Dennis Janke/Phil Jimenez/J.H. Williams III/John Stokes/Mick Gray/Dan           Green,3.12,111,176,Underperformers
Fantastic Four  Vol 5: Disassembled,Mark Waid/Paco Medina,3.28,192,136,Underperformers
Devilish,Maureen Johnson,3.46,4782,263,Underperformers
The Devilish Pleasures of a Duke (Boscastle  #6),Jillian Hunter,3.99,938,345,Mainstream Middles
A Devilish Dilemma,Judith A. Lansdowne,4.02,54,288,Mainstream Middles
Paranoid Park,Blake Nelson,3.63,1109,180,Underperformers
Notes on a Scandal,Zoë Heller,3.71,1154,244,Underperformers
13 Little Blue Envelopes (Little Blue Envelope  #1),Maureen Johnson,3.64,70689,322,Underperformers
My Ishmael (Ishmael  #3),Daniel Quinn,4.07,8654,293,Mainstream Middles
Ishmael (Star Trek: The Original Series  #23),Barbara Hambly,3.93,1485,256,Mainstream Middles
Mumbo Jumbo,Ishmael Reed/Gérard H. Durand,3.82,34,292,Mainstream Middles
Flatland,Edwin A. Abbott/Rosemary Jann,3.82,314,176,Mainstream Middles
Flatland,Edwin A. Abbott/Ian Stewart,3.82,14,272,Mainstream Middles
Flatland: A Romance of Many Dimensions,Edwin A. Abbott,3.82,11,100,Mainstream Middles
Flatland: A Romance of Many Dimensions,Edwin A. Abbott,3.82,4,64,Mainstream Middles
Flatterland,Ian Stewart,3.71,24,295,Underperformers
American Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,2.83,1,792,Underperformers
Essentials of American Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,3.5,4,604,Underperformers
Stardust of Yesterday (de Piaget  #9; de Paiget/MacLeod  #1),Lynn Kurland,4.09,3709,368,Mainstream Middles
Moonage Daydream: The Life & Times of Ziggy Stardust,David Bowie/Mick Rock,4.3,450,320,Hidden Gems
From Sawdust to Stardust: The Biography of DeForest Kelley,Terry Lee Rioux,4.08,185,362,Mainstream Middles
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide  #1),Douglas Adams,4.22,212,271,Hidden Gems
Coraline,Neil Gaiman/Dave McKean,4.06,403622,162,Mainstream Middles
Jurassic Park Institute Dinosaur Field Guide,Michael K. Brett-Surman/Thomas R. Holtz Jr./Bob Walters,4.15,2,160,Hidden Gems
Lost World of Agharti: The Mystery of Vril Power,Alec MacLellan,3.84,24,232,Mainstream Middles
I Am the Blues: The Willie Dixon Story,Willie Dixon/Don Snowden,4.02,61,264,Mainstream Middles
Isaac Newton,James Gleick,3.84,5495,288,Mainstream Middles
Things Fall Apart: An Adapted Classic,Chinua Achebe,3.66,43,113,Underperformers
The Stranger,Albert Camus/Stuart Gilbert,3.98,1493,154,Mainstream Middles
Having Our Say: The Delany Sisters' First 100 Years,Emily Mann/Sarah L. Delany/A. Elizabeth Delany/Amy Hill Hearth,4.02,81,62,Mainstream Middles
Retrospective  1964-1984,H.R. Giger/Kathi Christen/Adrienne Theimer/Ernst  Fuchs,4.35,115,112,Hidden Gems
Handmaid's Tale,Margaret Atwood,4.11,400,324,Hidden Gems
One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn/H.T. Willetts,3.95,73577,182,Mainstream Middles
The Two-Mile Time Machine: Ice Cores  Abrupt Climate Change  and Our Future,Richard B. Alley,3.98,143,229,Mainstream Middles
Collected Essays: Notes of a Native Son / Nobody Knows My Name / The Fire Next Time / No Name in the Street / The Devil Finds Work / Other Essays,James Baldwin/Toni Morrison,4.61,1495,869,Hidden Gems
Love and Louis XIV: The Women in the Life of the Sun King,Antonia Fraser,3.9,5680,388,Mainstream Middles
My Ántonia (Great Plains Trilogy  #3),Willa Cather,3.79,91539,232,Mainstream Middles
Marie Antoinette: The Journey,Antonia Fraser,3.93,1102,512,Mainstream Middles
My Antonia (Great Plains trilogy #3),Willa Cather/Alyssa  Harad,3.79,5985,314,Mainstream Middles
The Bush Agenda: Invading the World  One Economy at a Time,Antonia Juhasz,4.05,52,400,Mainstream Middles
Marie Antoinette: The Journey,Antonia Fraser,3.93,27291,512,Mainstream Middles
Don Quixote: The Ormsby Translation  Revised  Backgrounds and Sources  Criticism,Miguel de Cervantes Saavedra/John Ormsby,3.87,56,1003,Mainstream Middles
A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,3.84,301,409,Mainstream Middles
A Yellow Raft in Blue Water,Michael Dorris,3.86,16190,372,Mainstream Middles
The Sound and the Fury,William Faulkner,3.86,518,368,Mainstream Middles
The Sound and the Fury: An Authoritative Text  Backgrounds and Contexts  Criticism,William Faulkner/David Minter/Noel Polk/Ben Wasson/C. Vann Woodward/Robert Penn Warren/Richard H. King/Jean-Paul Sartre/Irving Howe/Ralph Ellison,3.86,1020,446,Mainstream Middles
The Sound and the Fury,William Faulkner/Grover Gardner,3.86,138,9,Mainstream Middles
CliffsNotes on Faulkner's The Sound and the Fury (Cliffs Notes),James Lamar Roberts/William Faulkner/CliffsNotes,3.74,30,72,Mainstream Middles
The Invisible Man,H.G. Wells,3.64,109551,192,Underperformers
The Invisible Man,H.G. Wells,3.64,313,178,Underperformers
Invisible Man,Ralph Ellison,3.86,334,581,Mainstream Middles
The Invisible Man,H.G. Wells/Christopher Priest,3.64,871,161,Underperformers
To Sail Beyond the Sunset,Robert A. Heinlein,3.87,98,416,Mainstream Middles
The Friday Night Knitting Club (Friday Night Knitting Club  #1),Kate Jacobs,3.42,64473,352,Underperformers
Lady Friday (The Keys to the Kingdom  #5),Garth Nix,3.92,19436,320,Mainstream Middles
Friday,Robert A. Heinlein,3.84,23064,384,Mainstream Middles
Starship Troopers,Robert A. Heinlein,4.01,164740,335,Mainstream Middles
Starship Troopers,Robert A. Heinlein,4.01,1100,280,Mainstream Middles
Starship Troopers,Robert A. Heinlein,4.01,172,205,Mainstream Middles
The Diamond Color Meditation: Color Pathway to the Soul,John  Diamond,5.0,5,74,Hidden Gems
Zodiac,Neal Stephenson/Jean-Pierre Pugi,3.72,65,391,Underperformers
Sirens and Sea Monsters (Tales from the Odyssey #3),Mary Pope Osborne/Homer/Troy Howell,4.04,371,112,Mainstream Middles
The Scarlet Letter,Nathaniel Hawthorne,3.4,23,553,Underperformers
Dracula,Bram Stoker/Jan Needle/Gary Blythe,3.99,73,336,Mainstream Middles
Dracula,Bram Stoker/Joseph Valente,3.99,9871,528,Mainstream Middles
Dracula,Bram Stoker/Robert Whitfield,3.99,53,15,Mainstream Middles
The Bram Stoker Bedside Companion: 10 Stories by the Author of Dracula,Bram Stoker/Charles Osborne,3.44,21,224,Underperformers
Dracula,Bram Stoker/Nina Auerbach/David J. Skal,3.99,774987,488,Mainstream Middles
Macbeth,William Shakespeare/Paul Werstine/Barbara A. Mowat,3.9,522,272,Mainstream Middles
Macbeth (No Fear Shakespeare),William Shakespeare/SparkNotes/John Crowther,3.9,1292,219,Mainstream Middles
Death of a Dreamer (Hamish Macbeth  #22),M.C. Beaton,3.83,73,247,Mainstream Middles
The Crucible,Arthur  Miller/Christopher Bigsby,3.58,293374,143,Underperformers
Crucible of War: The Seven Years' War and the Fate of Empire in British North America  1754 - 1766,Fred Anderson,4.16,3103,912,Hidden Gems
Spock: The Fire and the Rose (Star Trek: Crucible  #2),David R. George III,3.96,206,390,Mainstream Middles
McCoy: The Provenance Of Shadows (Star Trek: Crucible  #1),David R. George III,4.14,332,640,Hidden Gems
Kirk: The Star to Every Wandering (Star Trek: Crucible  #3),David R. George III,3.69,183,320,Underperformers
Mr Tompkins in Paperback (Canto),George Gamow/Roger Penrose,4.19,580,202,Hidden Gems
Thirty Years that Shook Physics: The Story of Quantum Theory,George Gamow,4.19,958,224,Hidden Gems
The Great Divorce,C.S. Lewis,4.28,87527,160,Hidden Gems
The Metaphysics of Star Trek,Richard Hanley,3.82,306,253,Mainstream Middles
The Very Best of the Feynman Lectures,Richard P. Feynman,4.18,123,180,Hidden Gems
The Feynman Lectures on Physics Vols 5-6,Richard P. Feynman,4.59,22,12,Hidden Gems
The Feynman Lectures on Physics Vol 3,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,4.63,716,384,Hidden Gems
Galactic Goodnight (Disney's Little Einsteins),Susan Ring/Kirk Albert Etienne,4.42,12,20,Hidden Gems
What Einstein Told His Cook: Kitchen Science Explained,Robert L. Wolke/Marlene Parrish,3.86,3176,320,Mainstream Middles
Mission: Where's June? (Disney's Little Einstein),Susan Ring/Kirk Albert Etienne/Kirk Etienne Albert/Michael James Luzzi,4.5,12,24,Hidden Gems
Babies (Baby Einstein),Julie Aigner-Clark,4.0,31,20,Mainstream Middles
Butterfly Suits (Disney's Little Einsteins),Marcy Kelman/Nadeem Zaidi/Andy Mastrocinque,3.68,26,32,Underperformers
Birthday Machine (Disney's Little Einsteins Early Reader),Susan Ring/Anna Okabe,4.29,21,12,Hidden Gems
Music of the Meadow (Little Einsteins Early Reader),Susan Ring/Kelly Preston/Katie Nix,3.7,26,28,Underperformers
1912 Manuscript on the Special Theory of Relativity,Albert Einstein/Hanoch Gutfreund,4.41,17,174,Hidden Gems
Piercing the Darkness (Darkness  #2),Frank E. Peretti,4.32,50573,448,Hidden Gems
This Present Darkness (Darkness  #1),Frank E. Peretti,4.22,86548,376,Hidden Gems
The Oath,Frank E. Peretti,4.07,32,576,Mainstream Middles
Oath of Swords (War God  #1),David Weber,4.01,5582,576,Mainstream Middles
Oath of Gold (The Deed of Paksenarrion  #3),Elizabeth Moon,4.27,6200,501,Hidden Gems
The Oath (Dismas Hardy  #8),John Lescroart,4.02,2781,468,Mainstream Middles
Wind Rider's Oath (War God  #3),David Weber,4.02,2774,570,Mainstream Middles
A Visitation of Spirits,Randall Kenan,3.76,449,272,Mainstream Middles
Open My Eyes  Lord: A Practical Guide to Angelic Visitations and Heavenly Experiences,Gary Oates/Robert Paul Lamb/Randy Clark,4.31,126,148,Hidden Gems
The Complete C.S. Lewis Signature Classics,C.S. Lewis,4.61,925,746,Hidden Gems
The Collected Letters of C.S. Lewis  Volume 3: Narnia  Cambridge  and Joy  1950 - 1963,C.S. Lewis/Walter Hooper,4.47,144,1840,Hidden Gems
Till We Have Faces: A Myth Retold,C.S. Lewis/Nadia May,4.19,60,9,Hidden Gems
The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan/Ann Druyan,4.27,50343,459,Hidden Gems
Stephen Hawking's a Brief History of Time: A Reader's Companion,Stephen Hawking/Gene  Stone,4.08,351,194,Mainstream Middles
The Illustrated A Brief History of Time,Stephen Hawking,4.17,317,259,Hidden Gems
Brevísima historia del tiempo,Stephen Hawking/Leonard Mlodinow/David Jou i Mirabent,4.22,64,198,Hidden Gems
A First Course in String Theory,Barton Zwiebach,4.16,189,578,Hidden Gems
Black Holes & Time Warps: Einstein's Outrageous Legacy,Kip S. Thorne/Stephen Hawking/Frederick Seitz,4.18,10216,624,Hidden Gems
Surely You're Joking  Mr. Feynman!,Richard P. Feynman,4.28,1837,350,Hidden Gems
Surely You're Joking  Mr. Feynman!: Adventures of a Curious Character,Richard P. Feynman/Raymond Todd,4.28,74,356,Hidden Gems
The Meaning of It All: Thoughts of a Citizen-Scientist,Richard P. Feynman,4.05,5907,144,Mainstream Middles
Amor Y Respeto/love And Respect: El Respeto Que El Desesperadamente Necesita/ The Love She Most Desires And The Respect He Desperately Needs,Emerson Eggerichs,4.18,13,292,Hidden Gems
Chemistry: The Central Science,Theodore L. Brown/H. Eugene LeMay Jr./Bruce E. Bursten,3.88,539,1046,Mainstream Middles
Introduction to Linear Algebra and Differential Equations,John W. Dettman,3.5,17,404,Underperformers
Physics for Scientists and Engineers,Douglas C. Giancoli,4.01,110,976,Mainstream Middles
Physics: for Scientists and Engineers with Modern Physics,Paul M. Fishbane/Stephen Gasiorowicz/Stephen T. Thornton,3.78,9,1440,Mainstream Middles
Misty of Chincoteague (Misty  #1),Marguerite Henry/Wesley Dennis,4.05,38024,176,Mainstream Middles
Black Beauty,Anna Sewell/Scott McKowen,3.96,738,208,Mainstream Middles
Black Beauty (Coloring Book),Anna Sewell/John         Green,3.96,68,48,Mainstream Middles
Five on a Treasure Island (Famous Five  #1),Enid Blyton,4.09,19173,256,Hidden Gems
